# time 	 position 	 vanHove 
241	16.642	0.0325856
241	17.2558	0.0488784
241	17.8696	0
241	18.4833	0
241	19.0971	0.0325856
241	19.7109	0
241	20.3246	0.0162928
241	20.9384	0.0162928
241	21.5522	0
241	22.1659	0.0162928
241	22.7797	0
241	23.3935	0.0162928
241	24.0072	0.0325856
241	24.621	0
241	25.2348	0
241	25.8486	0
241	26.4623	0
241	27.0761	0
241	27.6899	0
241	28.3036	0
251	-35.4663	0.0148819
251	-34.7943	0
251	-34.1223	0
251	-33.4504	0
251	-32.7784	0
251	-32.1065	0
251	-31.4345	0
251	-30.7626	0
251	-30.0906	0
251	-29.4187	0
251	-28.7467	0.0148819
251	-28.0747	0.0148819
251	-27.4028	0
251	-26.7308	0.0148819
251	-26.0589	0
251	-25.3869	0.0148819
251	-24.715	0.0148819
251	-24.043	0.0148819
251	-23.371	0.0148819
251	-22.6991	0.0148819
251	-22.0271	0
251	-21.3552	0
251	-20.6832	0.0148819
251	-20.0113	0.0297639
251	-19.3393	0.0148819
251	-18.6674	0.0297639
251	-17.9954	0.0148819
251	-17.3234	0
251	-16.6515	0
251	-15.9795	0.0297639
251	-15.3076	0
251	-14.6356	0
251	-13.9637	0.0148819
251	-13.2917	0
251	-12.6198	0.0148819
251	-11.9478	0.0446458
251	-11.2758	0
251	-10.6039	0.0148819
251	-9.93193	0.0297639
251	-9.25997	0.0595277
251	-8.58802	0.0297639
251	-7.91606	0
251	-7.24411	0.0148819
251	-6.57215	0.0148819
251	-5.90019	0
251	-5.22824	0.0446458
251	-4.55628	0
251	-3.88433	0.0446458
251	-3.21237	0.0297639
251	-2.54041	0.0297639
251	-1.86846	0.0446458
251	-1.1965	0
251	-0.524546	0.0446458
251	0.14741	0.0148819
251	0.819366	0.0297639
251	1.49132	0.0148819
251	2.16328	0.0148819
251	2.83523	0.0297639
251	3.50719	0.0148819
251	4.17915	0
251	4.8511	0.0744096
251	5.52306	0.0148819
251	6.19501	0.0148819
251	6.86697	0
251	7.53893	0.0446458
251	8.21088	0.0446458
251	8.88284	0.0446458
251	9.55479	0
251	10.2267	0
251	10.8987	0
251	11.5707	0.0148819
251	12.2426	0.0148819
251	12.9146	0
251	13.5865	0.0446458
251	14.2585	0.0595277
251	14.9304	0.0297639
251	15.6024	0
251	16.2744	0.0148819
251	16.9463	0
251	17.6183	0.0148819
251	18.2902	0.0446458
251	18.9622	0.0148819
251	19.6341	0.0148819
251	20.3061	0.0148819
251	20.978	0
251	21.65	0.0446458
251	22.322	0
251	22.9939	0
251	23.6659	0.0148819
251	24.3378	0
251	25.0098	0
251	25.6817	0
251	26.3537	0
251	27.0256	0.0297639
251	27.6976	0
251	28.3696	0
251	29.0415	0
251	29.7135	0
251	30.3854	0
251	31.0574	0.0148819
261	-39.0114	0.0143452
261	-38.3143	0
261	-37.6172	0
261	-36.9201	0
261	-36.223	0
261	-35.5259	0
261	-34.8288	0
261	-34.1317	0
261	-33.4346	0.0143452
261	-32.7375	0
261	-32.0404	0.0143452
261	-31.3433	0
261	-30.6462	0
261	-29.9491	0.0143452
261	-29.252	0
261	-28.5549	0
261	-27.8578	0
261	-27.1607	0.0143452
261	-26.4636	0
261	-25.7665	0
261	-25.0694	0.0143452
261	-24.3723	0.0143452
261	-23.6752	0
261	-22.9781	0
261	-22.281	0.0143452
261	-21.584	0.0143452
261	-20.8869	0.0430357
261	-20.1898	0.0143452
261	-19.4927	0
261	-18.7956	0.0143452
261	-18.0985	0
261	-17.4014	0
261	-16.7043	0
261	-16.0072	0.0286904
261	-15.3101	0.0143452
261	-14.613	0.0286904
261	-13.9159	0.0286904
261	-13.2188	0.0143452
261	-12.5217	0.0143452
261	-11.8246	0.0143452
261	-11.1275	0.0286904
261	-10.4304	0.0143452
261	-9.73331	0.0286904
261	-9.03622	0.0286904
261	-8.33912	0.0286904
261	-7.64203	0.0430357
261	-6.94493	0.0143452
261	-6.24783	0.0143452
261	-5.55074	0.0286904
261	-4.85364	0.0143452
261	-4.15654	0.0286904
261	-3.45945	0
261	-2.76235	0
261	-2.06525	0.0717261
261	-1.36816	0.0143452
261	-0.671062	0.0430357
261	0.0260346	0.0143452
261	0.723131	0
261	1.42023	0
261	2.11732	0
261	2.81442	0.0143452
261	3.51152	0.0286904
261	4.20861	0.0286904
261	4.90571	0.0573809
261	5.60281	0.0286904
261	6.2999	0.0143452
261	6.997	0.0286904
261	7.69409	0.0717261
261	8.39119	0.0143452
261	9.08829	0.0286904
261	9.78538	0
261	10.4825	0.0143452
261	11.1796	0
261	11.8767	0.0573809
261	12.5738	0.0143452
261	13.2709	0.0143452
261	13.968	0.0143452
261	14.6651	0
261	15.3622	0
261	16.0593	0.0286904
261	16.7563	0.0143452
261	17.4534	0.0286904
261	18.1505	0.0143452
261	18.8476	0.0143452
261	19.5447	0.0286904
261	20.2418	0
261	20.9389	0.0143452
261	21.636	0.0143452
261	22.3331	0
261	23.0302	0
261	23.7273	0.0143452
261	24.4244	0
261	25.1215	0.0143452
261	25.8186	0.0143452
261	26.5157	0
261	27.2128	0
261	27.9099	0.0143452
261	28.607	0.0143452
261	29.3041	0
261	30.0012	0
271	-42.937	0.0130863
271	-42.1729	0
271	-41.4087	0
271	-40.6446	0
271	-39.8804	0
271	-39.1162	0
271	-38.3521	0
271	-37.5879	0
271	-36.8238	0
271	-36.0596	0
271	-35.2954	0.0261725
271	-34.5313	0
271	-33.7671	0
271	-33.003	0.0130863
271	-32.2388	0
271	-31.4746	0
271	-30.7105	0
271	-29.9463	0
271	-29.1822	0
271	-28.418	0
271	-27.6538	0.0130863
271	-26.8897	0.0130863
271	-26.1255	0
271	-25.3614	0.0130863
271	-24.5972	0
271	-23.833	0
271	-23.0689	0.0130863
271	-22.3047	0
271	-21.5406	0
271	-20.7764	0.0392588
271	-20.0122	0.0130863
271	-19.2481	0.0130863
271	-18.4839	0
271	-17.7198	0.0130863
271	-16.9556	0
271	-16.1914	0.0130863
271	-15.4273	0.0261725
271	-14.6631	0.0261725
271	-13.899	0
271	-13.1348	0.0261725
271	-12.3706	0.0261725
271	-11.6065	0.0130863
271	-10.8423	0.0392588
271	-10.0782	0
271	-9.31399	0.0261725
271	-8.54983	0.0392588
271	-7.78567	0.0392588
271	-7.02151	0.0130863
271	-6.25735	0
271	-5.49319	0.0261725
271	-4.72903	0.0261725
271	-3.96487	0.0130863
271	-3.20071	0.0261725
271	-2.43655	0.0392588
271	-1.67239	0.0261725
271	-0.90823	0.0261725
271	-0.14407	0.0130863
271	0.62009	0.0130863
271	1.38425	0.0261725
271	2.14841	0.0130863
271	2.91257	0.0130863
271	3.67673	0.0261725
271	4.44089	0.0261725
271	5.20505	0.0130863
271	5.96921	0.0392588
271	6.73337	0.0130863
271	7.49753	0.0130863
271	8.26169	0.0261725
271	9.02585	0.0130863
271	9.79001	0.0654313
271	10.5542	0
271	11.3183	0.0261725
271	12.0825	0.0130863
271	12.8467	0.0130863
271	13.6108	0.052345
271	14.375	0.0130863
271	15.1391	0.0130863
271	15.9033	0.0392588
271	16.6675	0
271	17.4316	0.0261725
271	18.1958	0.0261725
271	18.9599	0
271	19.7241	0.0130863
271	20.4883	0.0130863
271	21.2524	0
271	22.0166	0.0130863
271	22.7807	0
271	23.5449	0.0130863
271	24.3091	0.0130863
271	25.0732	0
271	25.8374	0.0130863
271	26.6015	0.0130863
271	27.3657	0
271	28.1299	0.0130863
271	28.894	0
271	29.6582	0
271	30.4223	0
271	31.1865	0
271	31.9507	0
271	32.7148	0
281	-49.2279	0.0120554
281	-48.3984	0
281	-47.5689	0
281	-46.7394	0
281	-45.9099	0
281	-45.0804	0
281	-44.2509	0
281	-43.4214	0
281	-42.5919	0
281	-41.7624	0
281	-40.9329	0.0120554
281	-40.1034	0
281	-39.2738	0
281	-38.4443	0
281	-37.6148	0
281	-36.7853	0
281	-35.9558	0
281	-35.1263	0
281	-34.2968	0.0120554
281	-33.4673	0
281	-32.6378	0.0120554
281	-31.8083	0
281	-30.9788	0
281	-30.1493	0
281	-29.3198	0
281	-28.4903	0
281	-27.6608	0.0120554
281	-26.8313	0.0120554
281	-26.0018	0
281	-25.1723	0
281	-24.3428	0.0120554
281	-23.5133	0.0120554
281	-22.6838	0
281	-21.8543	0.0120554
281	-21.0248	0
281	-20.1952	0.0361662
281	-19.3657	0.0241108
281	-18.5362	0
281	-17.7067	0.0120554
281	-16.8772	0
281	-16.0477	0.0361662
281	-15.2182	0.0482216
281	-14.3887	0.0120554
281	-13.5592	0
281	-12.7297	0.0120554
281	-11.9002	0.0482216
281	-11.0707	0.0120554
281	-10.2412	0.0361662
281	-9.4117	0.0120554
281	-8.58219	0.0120554
281	-7.75269	0
281	-6.92318	0.0241108
281	-6.09368	0.0241108
281	-5.26417	0.0120554
281	-4.43467	0
281	-3.60517	0.0361662
281	-2.77566	0.0361662
281	-1.94616	0.0241108
281	-1.11665	0.0361662
281	-0.287149	0.0361662
281	0.542355	0
281	1.37186	0.0120554
281	2.20136	0
281	3.03087	0.0241108
281	3.86037	0.0120554
281	4.68988	0.0482216
281	5.51938	0.0723324
281	6.34888	0.0241108
281	7.17839	0.0241108
281	8.00789	0.0241108
281	8.8374	0.0241108
281	9.6669	0.0241108
281	10.4964	0.0120554
281	11.3259	0
281	12.1554	0.0241108
281	12.9849	0.0241108
281	13.8144	0
281	14.6439	0.0361662
281	15.4734	0.0120554
281	16.3029	0.0120554
281	17.1324	0.0120554
281	17.9619	0.0120554
281	18.7914	0.0120554
281	19.621	0.0120554
281	20.4505	0.0120554
281	21.28	0
281	22.1095	0.0241108
281	22.939	0.0241108
281	23.7685	0
281	24.598	0
281	25.4275	0.0120554
281	26.257	0
281	27.0865	0
281	27.916	0
281	28.7455	0
281	29.575	0
281	30.4045	0.0120554
281	31.234	0.0120554
281	32.0635	0
281	32.893	0
291	-52.8799	0.0115628
291	-52.0151	0
291	-51.1503	0
291	-50.2854	0
291	-49.4206	0
291	-48.5557	0
291	-47.6909	0
291	-46.8261	0
291	-45.9612	0
291	-45.0964	0
291	-44.2315	0
291	-43.3667	0
291	-42.5019	0
291	-41.637	0
291	-40.7722	0
291	-39.9073	0
291	-39.0425	0.0115628
291	-38.1777	0
291	-37.3128	0
291	-36.448	0
291	-35.5831	0.0115628
291	-34.7183	0
291	-33.8535	0
291	-32.9886	0.0115628
291	-32.1238	0
291	-31.2589	0
291	-30.3941	0
291	-29.5293	0
291	-28.6644	0.0115628
291	-27.7996	0
291	-26.9347	0.0231257
291	-26.0699	0
291	-25.2051	0
291	-24.3402	0.0115628
291	-23.4754	0
291	-22.6105	0
291	-21.7457	0.0115628
291	-20.8808	0.0231257
291	-20.016	0.0346885
291	-19.1512	0.0115628
291	-18.2863	0
291	-17.4215	0.0231257
291	-16.5566	0.0115628
291	-15.6918	0.0115628
291	-14.827	0.0346885
291	-13.9621	0
291	-13.0973	0.0115628
291	-12.2324	0.0115628
291	-11.3676	0.0346885
291	-10.5028	0.0346885
291	-9.63793	0.0115628
291	-8.77309	0.0115628
291	-7.90825	0.0115628
291	-7.04341	0.0231257
291	-6.17857	0.0231257
291	-5.31373	0.0231257
291	-4.44889	0.0231257
291	-3.58405	0.0115628
291	-2.71921	0.0346885
291	-1.85437	0.0231257
291	-0.989528	0
291	-0.124688	0.0115628
291	0.740152	0.0578142
291	1.60499	0.0231257
291	2.46983	0
291	3.33467	0.0462513
291	4.19951	0.0346885
291	5.06435	0.0231257
291	5.92919	0.069377
291	6.79403	0.0115628
291	7.65887	0.0346885
291	8.52371	0.0231257
291	9.38855	0
291	10.2534	0
291	11.1182	0.0231257
291	11.9831	0
291	12.8479	0.0115628
291	13.7128	0.0231257
291	14.5776	0.0462513
291	15.4424	0.0115628
291	16.3073	0.0346885
291	17.1721	0
291	18.037	0.0115628
291	18.9018	0
291	19.7666	0.0115628
291	20.6315	0.0115628
291	21.4963	0.0115628
291	22.3612	0
291	23.226	0.0115628
291	24.0908	0.0231257
291	24.9557	0
291	25.8205	0.0115628
291	26.6854	0
291	27.5502	0.0115628
291	28.415	0
291	29.2799	0.0115628
291	30.1447	0
291	31.0096	0
291	31.8744	0
291	32.7392	0
301	-51.7618	0.0117204
301	-50.9086	0
301	-50.0554	0
301	-49.2022	0
301	-48.349	0
301	-47.4958	0
301	-46.6426	0
301	-45.7893	0
301	-44.9361	0
301	-44.0829	0
301	-43.2297	0
301	-42.3765	0
301	-41.5233	0
301	-40.6701	0
301	-39.8169	0
301	-38.9636	0
301	-38.1104	0
301	-37.2572	0
301	-36.404	0
301	-35.5508	0
301	-34.6976	0.0117204
301	-33.8444	0
301	-32.9912	0.0117204
301	-32.138	0.0117204
301	-31.2847	0
301	-30.4315	0
301	-29.5783	0
301	-28.7251	0.0117204
301	-27.8719	0.0117204
301	-27.0187	0.0117204
301	-26.1655	0
301	-25.3123	0.0117204
301	-24.4591	0.0117204
301	-23.6058	0
301	-22.7526	0.0234409
301	-21.8994	0
301	-21.0462	0.0117204
301	-20.193	0.0117204
301	-19.3398	0.0117204
301	-18.4866	0
301	-17.6334	0
301	-16.7802	0.0351613
301	-15.9269	0.0117204
301	-15.0737	0.0117204
301	-14.2205	0.0117204
301	-13.3673	0.0234409
301	-12.5141	0
301	-11.6609	0.0117204
301	-10.8077	0.0117204
301	-9.95447	0.0351613
301	-9.10126	0.0351613
301	-8.24805	0.0234409
301	-7.39483	0.0351613
301	-6.54162	0.0117204
301	-5.68841	0.0586021
301	-4.8352	0.0117204
301	-3.98199	0.0117204
301	-3.12878	0
301	-2.27557	0.0234409
301	-1.42236	0.0234409
301	-0.569145	0.0351613
301	0.284066	0.0117204
301	1.13728	0
301	1.99049	0.0468817
301	2.8437	0.0117204
301	3.69691	0
301	4.55012	0.0586021
301	5.40333	0.0117204
301	6.25654	0.0703226
301	7.10976	0.0351613
301	7.96297	0.0234409
301	8.81618	0.0468817
301	9.66939	0.0117204
301	10.5226	0.0117204
301	11.3758	0.0117204
301	12.229	0.0117204
301	13.0822	0.0117204
301	13.9354	0.0117204
301	14.7887	0.0234409
301	15.6419	0.0117204
301	16.4951	0.0234409
301	17.3483	0
301	18.2015	0.0117204
301	19.0547	0
301	19.9079	0.0234409
301	20.7611	0.0117204
301	21.6143	0.0117204
301	22.4676	0
301	23.3208	0.0234409
301	24.174	0.0117204
301	25.0272	0
301	25.8804	0
301	26.7336	0
301	27.5868	0.0117204
301	28.44	0.0117204
301	29.2932	0
301	30.1465	0.0117204
301	30.9997	0
301	31.8529	0
301	32.7061	0
311	-52.877	0.0115434
311	-52.0107	0
311	-51.1444	0
311	-50.2781	0
311	-49.4118	0
311	-48.5455	0
311	-47.6792	0
311	-46.8129	0
311	-45.9466	0
311	-45.0803	0
311	-44.214	0
311	-43.3477	0
311	-42.4814	0
311	-41.6151	0
311	-40.7488	0
311	-39.8825	0
311	-39.0162	0
311	-38.1499	0
311	-37.2836	0.0115434
311	-36.4173	0
311	-35.551	0
311	-34.6847	0.0115434
311	-33.8184	0
311	-32.9521	0
311	-32.0858	0.0115434
311	-31.2195	0
311	-30.3532	0
311	-29.4869	0
311	-28.6206	0.0115434
311	-27.7543	0
311	-26.888	0.0346301
311	-26.0217	0
311	-25.1554	0.0115434
311	-24.2891	0
311	-23.4228	0
311	-22.5565	0.0230867
311	-21.6902	0.0115434
311	-20.8239	0
311	-19.9576	0.0230867
311	-19.0914	0
311	-18.2251	0.0230867
311	-17.3588	0.0115434
311	-16.4925	0.0115434
311	-15.6262	0.0115434
311	-14.7599	0.0230867
311	-13.8936	0.0346301
311	-13.0273	0.0115434
311	-12.161	0.0230867
311	-11.2947	0.0346301
311	-10.4284	0.0230867
311	-9.56206	0
311	-8.69576	0
311	-7.82946	0.0461734
311	-6.96317	0
311	-6.09687	0
311	-5.23057	0.0461734
311	-4.36427	0.0346301
311	-3.49797	0.0115434
311	-2.63167	0.0115434
311	-1.76537	0.0346301
311	-0.899073	0.0230867
311	-0.0327743	0
311	0.833525	0.0230867
311	1.69982	0.0461734
311	2.56612	0
311	3.43242	0.0346301
311	4.29872	0.0230867
311	5.16502	0.0230867
311	6.03132	0.0230867
311	6.89762	0.0461734
311	7.76392	0.0230867
311	8.63022	0.0230867
311	9.49651	0.0230867
311	10.3628	0
311	11.2291	0.0115434
311	12.0954	0.0346301
311	12.9617	0.0115434
311	13.828	0.0115434
311	14.6943	0.0115434
311	15.5606	0
311	16.4269	0.0230867
311	17.2932	0
311	18.1595	0.0346301
311	19.0258	0.0115434
311	19.8921	0.0346301
311	20.7584	0.0230867
311	21.6247	0.0115434
311	22.491	0
311	23.3573	0.0115434
311	24.2236	0.0115434
311	25.0899	0
311	25.9562	0.0115434
311	26.8225	0
311	27.6888	0
311	28.5551	0
311	29.4214	0.0115434
311	30.2877	0
311	31.154	0.0115434
311	32.0203	0
311	32.8866	0
321	-52.1237	0.0115696
321	-51.2593	0
321	-50.395	0
321	-49.5307	0
321	-48.6663	0
321	-47.802	0
321	-46.9377	0
321	-46.0734	0
321	-45.209	0
321	-44.3447	0
321	-43.4804	0
321	-42.616	0
321	-41.7517	0
321	-40.8874	0
321	-40.023	0
321	-39.1587	0
321	-38.2944	0
321	-37.43	0
321	-36.5657	0
321	-35.7014	0
321	-34.837	0
321	-33.9727	0
321	-33.1084	0.0231393
321	-32.244	0
321	-31.3797	0.0115696
321	-30.5154	0
321	-29.6511	0.0115696
321	-28.7867	0.0115696
321	-27.9224	0
321	-27.0581	0.0115696
321	-26.1937	0
321	-25.3294	0
321	-24.4651	0
321	-23.6007	0.0115696
321	-22.7364	0.0231393
321	-21.8721	0.0231393
321	-21.0077	0.0115696
321	-20.1434	0
321	-19.2791	0.0115696
321	-18.4147	0.0115696
321	-17.5504	0.0115696
321	-16.6861	0
321	-15.8218	0.0115696
321	-14.9574	0.0115696
321	-14.0931	0.0347089
321	-13.2288	0.0347089
321	-12.3644	0.0231393
321	-11.5001	0.0115696
321	-10.6358	0
321	-9.77143	0.0231393
321	-8.9071	0.0462785
321	-8.04277	0.0115696
321	-7.17844	0.0115696
321	-6.31411	0
321	-5.44977	0.0462785
321	-4.58544	0.0231393
321	-3.72111	0.0115696
321	-2.85678	0
321	-1.99245	0.0347089
321	-1.12812	0.0231393
321	-0.263785	0.0347089
321	0.600547	0
321	1.46488	0.0231393
321	2.32921	0
321	3.19354	0.0231393
321	4.05787	0.0694178
321	4.9222	0.0462785
321	5.78654	0
321	6.65087	0.0347089
321	7.5152	0.0115696
321	8.37953	0.0462785
321	9.24386	0.0347089
321	10.1082	0
321	10.9725	0.0115696
321	11.8369	0.0231393
321	12.7012	0.0231393
321	13.5655	0.0115696
321	14.4299	0.0347089
321	15.2942	0.0231393
321	16.1585	0
321	17.0228	0
321	17.8872	0
321	18.7515	0
321	19.6158	0
321	20.4802	0.0347089
321	21.3445	0
321	22.2088	0.0347089
321	23.0732	0.0347089
321	23.9375	0.0115696
321	24.8018	0
321	25.6662	0
321	26.5305	0
321	27.3948	0
321	28.2592	0
321	29.1235	0
321	29.9878	0
321	30.8521	0.0115696
321	31.7165	0
321	32.5808	0
321	33.4451	0.0231393
331	-52.2727	0.010879
331	-51.3535	0
331	-50.4343	0
331	-49.5151	0
331	-48.5959	0
331	-47.6767	0
331	-46.7575	0
331	-45.8383	0
331	-44.9191	0
331	-43.9999	0
331	-43.0807	0
331	-42.1615	0
331	-41.2423	0
331	-40.3231	0
331	-39.4039	0
331	-38.4847	0
331	-37.5655	0
331	-36.6463	0
331	-35.7271	0.010879
331	-34.8079	0.010879
331	-33.8886	0
331	-32.9694	0.010879
331	-32.0502	0.010879
331	-31.131	0
331	-30.2118	0
331	-29.2926	0
331	-28.3734	0.010879
331	-27.4542	0
331	-26.535	0.010879
331	-25.6158	0
331	-24.6966	0.010879
331	-23.7774	0
331	-22.8582	0.010879
331	-21.939	0.032637
331	-21.0198	0
331	-20.1006	0
331	-19.1814	0
331	-18.2622	0.010879
331	-17.343	0.032637
331	-16.4238	0.021758
331	-15.5046	0.021758
331	-14.5854	0.021758
331	-13.6662	0.010879
331	-12.747	0.021758
331	-11.8278	0
331	-10.9086	0.043516
331	-9.9894	0.010879
331	-9.0702	0.010879
331	-8.151	0.010879
331	-7.23179	0.021758
331	-6.31259	0
331	-5.39339	0.021758
331	-4.47419	0.010879
331	-3.55499	0.010879
331	-2.63578	0.021758
331	-1.71658	0.021758
331	-0.79738	0.087032
331	0.121822	0.032637
331	1.04102	0
331	1.96023	0.021758
331	2.87943	0.010879
331	3.79863	0.043516
331	4.71783	0.065274
331	5.63703	0.010879
331	6.55624	0.021758
331	7.47544	0.032637
331	8.39464	0.010879
331	9.31384	0.010879
331	10.233	0.010879
331	11.1522	0.021758
331	12.0714	0.021758
331	12.9906	0.021758
331	13.9099	0.010879
331	14.8291	0.032637
331	15.7483	0.010879
331	16.6675	0
331	17.5867	0
331	18.5059	0.010879
331	19.4251	0.010879
331	20.3443	0.010879
331	21.2635	0.010879
331	22.1827	0.010879
331	23.1019	0.010879
331	24.0211	0.021758
331	24.9403	0.010879
331	25.8595	0.010879
331	26.7787	0
331	27.6979	0
331	28.6171	0
331	29.5363	0
331	30.4555	0
331	31.3747	0
331	32.2939	0
331	33.2131	0.021758
331	34.1323	0
331	35.0515	0.010879
331	35.9707	0
331	36.8899	0
331	37.8091	0
331	38.7283	0
341	-52.776	0.0103146
341	-51.8065	0
341	-50.837	0
341	-49.8675	0
341	-48.898	0
341	-47.9284	0
341	-46.9589	0
341	-45.9894	0
341	-45.0199	0
341	-44.0504	0
341	-43.0809	0
341	-42.1114	0
341	-41.1419	0
341	-40.1724	0
341	-39.2029	0
341	-38.2334	0
341	-37.2639	0
341	-36.2944	0
341	-35.3249	0
341	-34.3554	0
341	-33.3859	0.0206292
341	-32.4164	0.0103146
341	-31.4469	0
341	-30.4774	0.0103146
341	-29.5079	0.0103146
341	-28.5384	0.0103146
341	-27.5689	0.0206292
341	-26.5994	0.0103146
341	-25.6299	0
341	-24.6604	0
341	-23.6909	0.0103146
341	-22.7214	0.0103146
341	-21.7519	0.0103146
341	-20.7824	0.0103146
341	-19.8129	0
341	-18.8434	0.0103146
341	-17.8739	0.0309437
341	-16.9044	0.0206292
341	-15.9349	0
341	-14.9654	0.0103146
341	-13.9959	0
341	-13.0264	0.0206292
341	-12.0569	0.0206292
341	-11.0874	0.0412583
341	-10.1179	0
341	-9.14839	0.0206292
341	-8.17888	0
341	-7.20938	0
341	-6.23988	0.0412583
341	-5.27038	0.0412583
341	-4.30088	0
341	-3.33138	0.0206292
341	-2.36188	0.0206292
341	-1.39237	0.0412583
341	-0.422872	0.0412583
341	0.546629	0
341	1.51613	0.0103146
341	2.48563	0.0206292
341	3.45513	0.0412583
341	4.42464	0.0206292
341	5.39414	0.0412583
341	6.36364	0.0412583
341	7.33314	0.0618875
341	8.30264	0.0206292
341	9.27214	0
341	10.2416	0.0206292
341	11.2111	0.0103146
341	12.1806	0.0206292
341	13.1501	0.0103146
341	14.1197	0.0103146
341	15.0892	0
341	16.0587	0.0206292
341	17.0282	0.0206292
341	17.9977	0
341	18.9672	0
341	19.9367	0
341	20.9062	0.0309437
341	21.8757	0.0103146
341	22.8452	0.0103146
341	23.8147	0.0206292
341	24.7842	0
341	25.7537	0
341	26.7232	0
341	27.6927	0
341	28.6622	0.0103146
341	29.6317	0
341	30.6012	0
341	31.5707	0
341	32.5402	0
341	33.5097	0.0206292
341	34.4792	0.0103146
341	35.4487	0
341	36.4182	0
341	37.3877	0
341	38.3572	0
341	39.3267	0
341	40.2962	0.0103146
341	41.2657	0
341	42.2352	0
341	43.2047	0
351	-51.7824	0.0104919
351	-50.8293	0
351	-49.8762	0
351	-48.923	0
351	-47.9699	0
351	-47.0168	0
351	-46.0637	0
351	-45.1106	0
351	-44.1575	0
351	-43.2044	0
351	-42.2512	0
351	-41.2981	0
351	-40.345	0
351	-39.3919	0
351	-38.4388	0
351	-37.4857	0
351	-36.5326	0
351	-35.5794	0
351	-34.6263	0
351	-33.6732	0
351	-32.7201	0
351	-31.767	0.0104919
351	-30.8139	0.0104919
351	-29.8607	0
351	-28.9076	0.0209838
351	-27.9545	0.0209838
351	-27.0014	0.0104919
351	-26.0483	0
351	-25.0952	0.0104919
351	-24.1421	0.0104919
351	-23.1889	0
351	-22.2358	0.0314758
351	-21.2827	0
351	-20.3296	0
351	-19.3765	0
351	-18.4234	0.0209838
351	-17.4703	0.0314758
351	-16.5171	0.0104919
351	-15.564	0.0314758
351	-14.6109	0
351	-13.6578	0
351	-12.7047	0.0209838
351	-11.7516	0.0209838
351	-10.7985	0
351	-9.84534	0
351	-8.89223	0.0209838
351	-7.93911	0.0419677
351	-6.986	0
351	-6.03288	0.0209838
351	-5.07977	0.0104919
351	-4.12665	0.0209838
351	-3.17354	0.0314758
351	-2.22043	0.0209838
351	-1.26731	0.0104919
351	-0.314196	0.0524596
351	0.638918	0.0209838
351	1.59203	0.0209838
351	2.54515	0.0209838
351	3.49826	0.0314758
351	4.45138	0.0524596
351	5.40449	0.0419677
351	6.35761	0.0104919
351	7.31072	0.0419677
351	8.26384	0.0104919
351	9.21695	0.0209838
351	10.1701	0
351	11.1232	0.0314758
351	12.0763	0.0104919
351	13.0294	0.0104919
351	13.9825	0.0209838
351	14.9356	0.0209838
351	15.8888	0.0104919
351	16.8419	0
351	17.795	0.0209838
351	18.7481	0
351	19.7012	0
351	20.6543	0.0314758
351	21.6074	0.0104919
351	22.5606	0
351	23.5137	0.0314758
351	24.4668	0.0104919
351	25.4199	0
351	26.373	0
351	27.3261	0.0104919
351	28.2792	0
351	29.2324	0
351	30.1855	0
351	31.1386	0
351	32.0917	0
351	33.0448	0.0104919
351	33.9979	0
351	34.951	0
351	35.9042	0.0209838
351	36.8573	0
351	37.8104	0
351	38.7635	0.0104919
351	39.7166	0
351	40.6697	0
351	41.6228	0
351	42.576	0
361	-52.9465	0.0102637
361	-51.9722	0
361	-50.9979	0
361	-50.0235	0
361	-49.0492	0
361	-48.0749	0
361	-47.1006	0
361	-46.1263	0
361	-45.152	0
361	-44.1777	0
361	-43.2034	0
361	-42.2291	0
361	-41.2548	0
361	-40.2804	0
361	-39.3061	0
361	-38.3318	0
361	-37.3575	0
361	-36.3832	0
361	-35.4089	0
361	-34.4346	0.0102637
361	-33.4603	0
361	-32.486	0.0102637
361	-31.5117	0
361	-30.5373	0
361	-29.563	0
361	-28.5887	0.0102637
361	-27.6144	0.0205274
361	-26.6401	0.0205274
361	-25.6658	0
361	-24.6915	0.0102637
361	-23.7172	0.0102637
361	-22.7429	0.0102637
361	-21.7686	0.0102637
361	-20.7942	0.0205274
361	-19.8199	0
361	-18.8456	0.0205274
361	-17.8713	0.0102637
361	-16.897	0.0102637
361	-15.9227	0
361	-14.9484	0.0205274
361	-13.9741	0.0102637
361	-12.9998	0.0102637
361	-12.0255	0
361	-11.0512	0.0205274
361	-10.0768	0.0205274
361	-9.10253	0.030791
361	-8.12822	0.0205274
361	-7.15391	0
361	-6.1796	0.0205274
361	-5.20529	0.0205274
361	-4.23098	0.030791
361	-3.25667	0
361	-2.28236	0.0205274
361	-1.30805	0.0410547
361	-0.333744	0.0102637
361	0.640566	0.0718457
361	1.61488	0.030791
361	2.58919	0.0205274
361	3.5635	0.030791
361	4.53781	0.030791
361	5.51211	0
361	6.48642	0.0410547
361	7.46073	0.0102637
361	8.43504	0.0513184
361	9.40935	0.0102637
361	10.3837	0.0102637
361	11.358	0.0205274
361	12.3323	0.0205274
361	13.3066	0.0102637
361	14.2809	0.0102637
361	15.2552	0
361	16.2295	0.0205274
361	17.2038	0.0102637
361	18.1781	0.0205274
361	19.1525	0
361	20.1268	0.0205274
361	21.1011	0
361	22.0754	0.0102637
361	23.0497	0.0205274
361	24.024	0.0205274
